<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^BVSP,D,20010601,000000,14654.00,14792.00,14409.00,14792.00,000,0
^BVSP,D,20010604,000000,14798.00,15141.00,14798.00,15104.00,000,0
^BVSP,D,20010605,000000,15107.00,15406.00,15032.00,15395.00,000,0
^BVSP,D,20010606,000000,15393.00,15569.00,15268.00,15329.00,000,0
^BVSP,D,20010607,000000,15319.00,15546.00,15201.00,15464.00,000,0
^BVSP,D,20010608,000000,15469.00,15644.00,15355.00,15366.00,000,0
^BVSP,D,20010611,000000,15291.00,15397.00,15159.00,15224.00,000,0
^BVSP,D,20010612,000000,15238.00,15238.00,14956.00,15173.00,000,0
^BVSP,D,20010613,000000,15175.00,15600.00,15175.00,15403.00,000,0
^BVSP,D,20010615,000000,15386.00,15386.00,14964.00,14985.00,000,0
^BVSP,D,20010618,000000,14982.00,14982.00,14333.00,14355.00,000,0
^BVSP,D,20010619,000000,14375.00,14541.00,14245.00,14401.00,000,0
^BVSP,D,20010620,000000,14396.00,14599.00,14393.00,14571.00,000,0
^BVSP,D,20010621,000000,14534.00,14841.00,14506.00,14823.00,000,0
^BVSP,D,20010622,000000,14870.00,15104.00,14677.00,14682.00,000,0
^BVSP,D,20010625,000000,14682.00,14871.00,14479.00,14540.00,000,0
^BVSP,D,20010626,000000,14521.00,14620.00,14401.00,14460.00,000,0
^BVSP,D,20010627,000000,14477.00,14630.00,14265.00,14308.00,000,0
^BVSP,D,20010628,000000,14321.00,14426.00,14164.00,14391.00,000,0
^BVSP,D,20010629,000000,14412.00,14640.00,14376.00,14560.00,000,0
^BVSP,D,20010702,000000,14579.00,14659.00,14483.00,14555.00,000,0
^BVSP,D,20010703,000000,14561.00,14771.00,14325.00,14353.00,000,0
^BVSP,D,20010704,000000,14352.00,14395.00,13980.00,14056.00,000,0
^BVSP,D,20010705,000000,14084.00,14281.00,13943.00,14048.00,000,0
^BVSP,D,20010706,000000,14030.00,14062.00,13788.00,13907.00,000,0
^BVSP,D,20010710,000000,13930.00,14060.00,13564.00,13570.00,000,0
^BVSP,D,20010711,000000,13508.00,13853.00,13361.00,13812.00,000,0
^BVSP,D,20010712,000000,13812.00,13987.00,13636.00,13916.00,000,0
^BVSP,D,20010713,000000,13907.00,14087.00,13737.00,14078.00,000,0
^BVSP,D,20010716,000000,14081.00,14120.00,13811.00,13811.00,000,0
^BVSP,D,20010717,000000,13813.00,14218.00,13813.00,14169.00,000,0
^BVSP,D,20010718,000000,14171.00,14236.00,13778.00,13791.00,000,0
^BVSP,D,20010719,000000,13795.00,13953.00,13641.00,13762.00,000,0
^BVSP,D,20010720,000000,13766.00,14092.00,13659.00,14092.00,000,0
^BVSP,D,20010723,000000,14108.00,14239.00,14058.00,14068.00,000,0
^BVSP,D,20010724,000000,14049.00,14106.00,13725.00,13738.00,000,0
^BVSP,D,20010725,000000,13738.00,13956.00,13679.00,13956.00,000,0
^BVSP,D,20010726,000000,13963.00,13980.00,13736.00,13810.00,000,0
^BVSP,D,20010727,000000,13825.00,13910.00,13759.00,13910.00,000,0
^BVSP,D,20010730,000000,13948.00,14117.00,13704.00,13704.00,000,0
^BVSP,D,20010731,000000,13703.00,13830.00,13639.00,13754.00,000,0
^BVSP,D,20010801,000000,13757.00,13837.00,13606.00,13743.00,000,0
^BVSP,D,20010802,000000,13746.00,13846.00,13690.00,13823.00,000,0
^BVSP,D,20010803,000000,13840.00,13902.00,13733.00,13838.00,000,0
^BVSP,D,20010806,000000,13856.00,14067.00,13854.00,14047.00,000,0
^BVSP,D,20010808,000000,14036.00,14113.00,13917.00,13919.00,000,0
^BVSP,D,20010809,000000,13921.00,13930.00,13705.00,13834.00,000,0
^BVSP,D,20010810,000000,13836.00,13920.00,13738.00,13915.00,000,0
^BVSP,D,20010813,000000,13914.00,13929.00,13716.00,13771.00,000,0
^BVSP,D,20010814,000000,13770.00,13841.00,13732.00,13829.00,000,0
^BVSP,D,20010815,000000,13834.00,13856.00,13615.00,13659.00,000,0
^BVSP,D,20010816,000000,13686.00,13722.00,13415.00,13509.00,000,0
^BVSP,D,20010817,000000,13507.00,13507.00,13010.00,13044.00,000,0
^BVSP,D,20010820,000000,13044.00,13228.00,12916.00,13115.00,000,0
^BVSP,D,20010821,000000,13122.00,13186.00,12886.00,12892.00,000,0
^BVSP,D,20010822,000000,12907.00,13161.00,12853.00,12952.00,000,0
^BVSP,D,20010823,000000,12961.00,13013.00,12703.00,12751.00,000,0
^BVSP,D,20010824,000000,12749.00,13007.00,12681.00,13001.00,000,0
^BVSP,D,20010827,000000,13000.00,13048.00,12849.00,12996.00,000,0
^BVSP,D,20010828,000000,13005.00,13114.00,12942.00,13018.00,000,0
^BVSP,D,20010829,000000,13040.00,13182.00,13012.00,13077.00,000,0
^BVSP,D,20010830,000000,13074.00,13114.00,12798.00,12892.00,000,0
^BVSP,D,20010831,000000,12906.00,12949.00,12789.00,12841.00,000,0
^BVSP,D,20010903,000000,12849.00,12863.00,12696.00,12800.00,000,0
^BVSP,D,20010904,000000,12812.00,12947.00,12767.00,12767.00,000,0
^BVSP,D,20010905,000000,12767.00,12768.00,12462.00,12591.00,000,0
^BVSP,D,20010906,000000,12594.00,12599.00,12251.00,12255.00,000,0
^BVSP,D,20010910,000000,12238.00,12238.00,11901.00,11922.00,000,0
^BVSP,D,20010912,000000,10773.00,11319.00,10706.00,11113.00,000,0
^BVSP,D,20010913,000000,11127.00,11156.00,10290.00,10306.00,000,0
^BVSP,D,20010914,000000,10262.00,10271.00,9533.00,10034.00,000,0
^BVSP,D,20010917,000000,10032.00,10577.00,10032.00,10550.00,000,0
^BVSP,D,20010918,000000,10543.00,10708.00,10321.00,10554.00,000,0
^BVSP,D,20010919,000000,10560.00,10836.00,10485.00,10745.00,000,0
^BVSP,D,20010920,000000,10719.00,10719.00,10470.00,10543.00,000,0
^BVSP,D,20010921,000000,10493.00,10493.00,9890.00,10419.00,000,0
^BVSP,D,20010924,000000,10453.00,10694.00,10453.00,10533.00,000,0
^BVSP,D,20010925,000000,10539.00,10596.00,10195.00,10229.00,000,0
^BVSP,D,20010926,000000,10227.00,10274.00,9893.00,10006.00,000,0
^BVSP,D,20010927,000000,9996.00,10462.00,9705.00,10405.00,000,0
^BVSP,D,20010928,000000,10412.00,10714.00,10412.00,10636.00,000,0
^BVSP,D,20011001,000000,10633.00,10633.00,10354.00,10501.00,000,0
^BVSP,D,20011002,000000,10492.00,10556.00,10299.00,10351.00,000,0
^BVSP,D,20011003,000000,10356.00,10356.00,10189.00,10233.00,000,0
^BVSP,D,20011004,000000,10241.00,10329.00,10026.00,10062.00,000,0
^BVSP,D,20011005,000000,10068.00,10271.00,9985.00,10197.00,000,0
^BVSP,D,20011008,000000,10120.00,10175.00,9986.00,10095.00,000,0
^BVSP,D,20011009,000000,10109.00,10323.00,10103.00,10284.00,000,0
^BVSP,D,20011010,000000,10284.00,10462.00,10255.00,10462.00,000,0
^BVSP,D,20011011,000000,10462.00,10790.00,10461.00,10785.00,000,0
^BVSP,D,20011015,000000,10775.00,11330.00,10695.00,11329.00,000,0
^BVSP,D,20011016,000000,11326.00,11475.00,11165.00,11258.00,000,0
^BVSP,D,20011017,000000,11287.00,11485.00,11166.00,11271.00,000,0
^BVSP,D,20011018,000000,11260.00,11263.00,10948.00,10995.00,000,0
^BVSP,D,20011019,000000,11003.00,11413.00,10894.00,11332.00,000,0
^BVSP,D,20011022,000000,11343.00,11725.00,11293.00,11700.00,000,0
^BVSP,D,20011023,000000,11699.00,11803.00,11584.00,11613.00,000,0
^BVSP,D,20011024,000000,11611.00,11666.00,11430.00,11468.00,000,0
^BVSP,D,20011025,000000,11459.00,11783.00,11307.00,11724.00,000,0
^BVSP,D,20011026,000000,11725.00,11924.00,11715.00,11781.00,000,0
^BVSP,D,20011029,000000,11784.00,11784.00,11331.00,11377.00,000,0
^BVSP,D,20011030,000000,11334.00,11396.00,11024.00,11024.00,000,0
^BVSP,D,20011031,000000,11057.00,11365.00,11047.00,11365.00,000,0
^BVSP,D,20011101,000000,11362.00,11498.00,11177.00,11388.00,000,0
^BVSP,D,20011105,000000,11389.00,12177.00,11389.00,12165.00,000,0
^BVSP,D,20011106,000000,12154.00,12481.00,12139.00,12416.00,000,0
^BVSP,D,20011107,000000,12405.00,12982.00,12331.00,12616.00,000,0
^BVSP,D,20011108,000000,12633.00,12892.00,12473.00,12554.00,000,0
^BVSP,D,20011109,000000,12542.00,12778.00,12412.00,12731.00,000,0
^BVSP,D,20011112,000000,12729.00,12767.00,12233.00,12567.00,000,0
^BVSP,D,20011113,000000,12591.00,13094.00,12591.00,12918.00,000,0
^BVSP,D,20011114,000000,12928.00,13077.00,12746.00,12826.00,000,0
^BVSP,D,20011116,000000,12838.00,13046.00,12807.00,12883.00,000,0
^BVSP,D,20011119,000000,12906.00,13137.00,12902.00,12987.00,000,0
^BVSP,D,20011120,000000,12992.00,12998.00,12619.00,12638.00,000,0
^BVSP,D,20011121,000000,12646.00,12832.00,12560.00,12794.00,000,0
^BVSP,D,20011122,000000,12794.00,13056.00,12794.00,13019.00,000,0
^BVSP,D,20011123,000000,13037.00,13529.00,13037.00,13424.00,000,0
^BVSP,D,20011126,000000,13443.00,13760.00,13443.00,13760.00,000,0
^BVSP,D,20011127,000000,13771.00,13791.00,13490.00,13603.00,000,0
^BVSP,D,20011128,000000,13553.00,13553.00,12913.00,13019.00,000,0
^BVSP,D,20011129,000000,13019.00,13187.00,12622.00,12736.00,000,0
^BVSP,D,20011130,000000,12744.00,13053.00,12704.00,12932.00,000,0
^BVSP,D,20011203,000000,12914.00,13336.00,12870.00,13336.00,000,0
^BVSP,D,20011204,000000,13374.00,13565.00,13071.00,13147.00,000,0
^BVSP,D,20011205,000000,13186.00,13382.00,13103.00,13382.00,000,0
^BVSP,D,20011206,000000,13382.00,13575.00,13230.00,13539.00,000,0
^BVSP,D,20011207,000000,13565.00,13662.00,13233.00,13299.00,000,0
^BVSP,D,20011210,000000,13299.00,13446.00,13193.00,13446.00,000,0
^BVSP,D,20011211,000000,13455.00,13595.00,13337.00,13348.00,000,0
^BVSP,D,20011212,000000,13350.00,13576.00,13297.00,13563.00,000,0
^BVSP,D,20011213,000000,13577.00,13580.00,13144.00,13148.00,000,0
^BVSP,D,20011214,000000,13129.00,13154.00,12894.00,12959.00,000,0
^BVSP,D,20011217,000000,12965.00,13063.00,12912.00,12912.00,000,0
^BVSP,D,20011218,000000,12935.00,13414.00,12924.00,13397.00,000,0
^BVSP,D,20011219,000000,13405.00,13508.00,13284.00,13290.00,000,0
^BVSP,D,20011220,000000,13271.00,13271.00,12809.00,12918.00,000,0
^BVSP,D,20011221,000000,12935.00,13385.00,12935.00,13369.00,000,0
^BVSP,D,20011226,000000,13367.00,13446.00,13245.00,13358.00,000,0
^BVSP,D,20011227,000000,13371.00,13823.00,13369.00,13756.00,000,0
^BVSP,D,20011228,000000,13741.00,13969.00,13510.00,13578.00,000,0
^BVSP,D,20020102,000000,13586.00,13902.00,13571.00,13872.00,000,0
^BVSP,D,20020103,000000,14125.00,14286.00,14121.00,14265.00,000,0
^BVSP,D,20020104,000000,14250.00,14358.00,14103.00,14332.00,000,0
^BVSP,D,20020107,000000,14327.00,14413.00,14273.00,14379.00,000,0
^BVSP,D,20020108,000000,14385.00,14385.00,14099.00,14168.00,000,0
^BVSP,D,20020109,000000,14157.00,14190.00,13919.00,14021.00,000,0
^BVSP,D,20020110,000000,14010.00,14010.00,13511.00,13570.00,000,0
^BVSP,D,20020111,000000,13554.00,13835.00,13554.00,13587.00,000,0
^BVSP,D,20020114,000000,13594.00,13601.00,13068.00,13122.00,000,0
^BVSP,D,20020115,000000,13131.00,13362.00,12937.00,13011.00,000,0
^BVSP,D,20020116,000000,13006.00,13186.00,12941.00,13084.00,000,0
^BVSP,D,20020117,000000,13109.00,13359.00,13109.00,13337.00,000,0
^BVSP,D,20020118,000000,13340.00,13407.00,13262.00,13373.00,000,0
^BVSP,D,20020121,000000,13367.00,13367.00,13134.00,13155.00,000,0
^BVSP,D,20020122,000000,13177.00,13331.00,12956.00,13004.00,000,0
^BVSP,D,20020123,000000,13025.00,13285.00,12982.00,13232.00,000,0
^BVSP,D,20020124,000000,13239.00,13309.00,13147.00,13162.00,000,0
^BVSP,D,20020128,000000,13161.00,13215.00,12990.00,13002.00,000,0
^BVSP,D,20020129,000000,13010.00,13182.00,12476.00,12501.00,000,0
^BVSP,D,20020130,000000,12512.00,12627.00,12301.00,12532.00,000,0
^BVSP,D,20020131,000000,12563.00,12812.00,12561.00,12721.00,000,0
^BVSP,D,20020204,000000,12648.00,12655.00,12416.00,12513.00,000,0
^BVSP,D,20020205,000000,12557.00,12778.00,12415.00,12748.00,000,0
^BVSP,D,20020206,000000,12751.00,12883.00,12666.00,12751.00,000,0
^BVSP,D,20020207,000000,12752.00,12774.00,12684.00,12684.00,000,0
^BVSP,D,20020208,000000,12684.00,12693.00,12591.00,12598.00,000,0
^BVSP,D,20020213,000000,12599.00,12961.00,12504.00,12961.00,000,0
^BVSP,D,20020214,000000,12962.00,13245.00,12908.00,13245.00,000,0
^BVSP,D,20020215,000000,13222.00,13300.00,13169.00,13300.00,000,0
^BVSP,D,20020218,000000,13208.00,13238.00,13027.00,13122.00,000,0
^BVSP,D,20020219,000000,13125.00,13245.00,12984.00,12992.00,000,0
^BVSP,D,20020220,000000,13001.00,13330.00,12919.00,13303.00,000,0
^BVSP,D,20020221,000000,13328.00,13677.00,13328.00,13530.00,000,0
^BVSP,D,20020222,000000,13535.00,13641.00,13513.00,13563.00,000,0
^BVSP,D,20020225,000000,13567.00,14005.00,13567.00,13978.00,000,0
^BVSP,D,20020226,000000,13975.00,14053.00,13832.00,13964.00,000,0
^BVSP,D,20020227,000000,13978.00,14251.00,13978.00,14212.00,000,0
^BVSP,D,20020228,000000,14216.00,14221.00,14033.00,14033.00,000,0
^BVSP,D,20020301,000000,14047.00,14355.00,13978.00,14343.00,000,0
^BVSP,D,20020304,000000,14373.00,14474.00,14100.00,14471.00,000,0
^BVSP,D,20020305,000000,14455.00,14482.00,14011.00,14011.00,000,0
^BVSP,D,20020306,000000,14007.00,14007.00,13683.00,13839.00,000,0
^BVSP,D,20020307,000000,13836.00,14011.00,13640.00,13726.00,000,0
^BVSP,D,20020308,000000,13783.00,13962.00,13767.00,13962.00,000,0
^BVSP,D,20020311,000000,13959.00,14032.00,13593.00,13696.00,000,0
^BVSP,D,20020312,000000,13717.00,14213.00,13710.00,14181.00,000,0
^BVSP,D,20020313,000000,14191.00,14352.00,14100.00,14244.00,000,0
^BVSP,D,20020314,000000,14240.00,14337.00,14025.00,14117.00,000,0
^BVSP,D,20020315,000000,14120.00,14370.00,14089.00,14365.00,000,0
^BVSP,D,20020318,000000,14366.00,14495.00,14217.00,14245.00,000,0
^BVSP,D,20020319,000000,14266.00,14330.00,14069.00,14118.00,000,0
^BVSP,D,20020320,000000,14123.00,14158.00,13895.00,14090.00,000,0
^BVSP,D,20020321,000000,14086.00,14086.00,13662.00,13717.00,000,0
^BVSP,D,20020322,000000,13723.00,13726.00,13283.00,13312.00,000,0
^BVSP,D,20020325,000000,13359.00,13430.00,13183.00,13278.00,000,0
^BVSP,D,20020326,000000,13309.00,13570.00,13309.00,13570.00,000,0
^BVSP,D,20020327,000000,13569.00,13579.00,13425.00,13425.00,000,0
^BVSP,D,20020328,000000,13428.00,13498.00,13226.00,13255.00,000,0
^BVSP,D,20020401,000000,13256.00,13499.00,13068.00,13467.00,000,0
^BVSP,D,20020402,000000,13482.00,13535.00,13245.00,13245.00,000,0
^BVSP,D,20020403,000000,13280.00,13345.00,13061.00,13085.00,000,0
^BVSP,D,20020404,000000,13090.00,13370.00,13041.00,13360.00,000,0
^BVSP,D,20020405,000000,13362.00,13445.00,13233.00,13276.00,000,0
^BVSP,D,20020408,000000,13248.00,13248.00,13114.00,13160.00,000,0
^BVSP,D,20020409,000000,13165.00,13243.00,13147.00,13195.00,000,0
^BVSP,D,20020410,000000,13183.00,13445.00,13182.00,13416.00,000,0
^BVSP,D,20020411,000000,13419.00,13559.00,13385.00,13411.00,000,0
^BVSP,D,20020412,000000,13418.00,13764.00,13418.00,13751.00,000,0
^BVSP,D,20020415,000000,13772.00,13822.00,13438.00,13472.00,000,0
^BVSP,D,20020416,000000,13476.00,13693.00,13476.00,13623.00,000,0
^BVSP,D,20020417,000000,13633.00,13872.00,13633.00,13732.00,000,0
^BVSP,D,20020418,000000,13729.00,13729.00,13446.00,13573.00,000,0
^BVSP,D,20020419,000000,13568.00,13631.00,13448.00,13478.00,000,0
^BVSP,D,20020422,000000,13484.00,13485.00,13056.00,13224.00,000,0
^BVSP,D,20020423,000000,13224.00,13302.00,13076.00,13188.00,000,0
^BVSP,D,20020424,000000,13182.00,13394.00,13176.00,13381.00,000,0
^BVSP,D,20020425,000000,13384.00,13384.00,13113.00,13273.00,000,0
^BVSP,D,20020426,000000,13273.00,13367.00,13037.00,13076.00,000,0
^BVSP,D,20020429,000000,13076.00,13142.00,13032.00,13090.00,000,0
^BVSP,D,20020430,000000,13096.00,13267.00,13065.00,13085.00,000,0
^BVSP,D,20020502,000000,13088.00,13090.00,12510.00,12538.00,000,0
^BVSP,D,20020503,000000,12557.00,12679.00,12431.00,12610.00,000,0
^BVSP,D,20020506,000000,12594.00,12595.00,12272.00,12430.00,000,0
^BVSP,D,20020507,000000,12433.00,12631.00,12291.00,12342.00,000,0
^BVSP,D,20020508,000000,12353.00,12664.00,12353.00,12617.00,000,0
^BVSP,D,20020509,000000,12602.00,12603.00,12077.00,12102.00,000,0
^BVSP,D,20020510,000000,12106.00,12180.00,11944.00,12130.00,000,0
^BVSP,D,20020513,000000,12147.00,12212.00,11943.00,12002.00,000,0
^BVSP,D,20020514,000000,11999.00,12327.00,11999.00,12204.00,000,0
^BVSP,D,20020515,000000,12207.00,12468.00,12114.00,12350.00,000,0
^BVSP,D,20020516,000000,12396.00,12691.00,12396.00,12660.00,000,0
^BVSP,D,20020517,000000,12665.00,12739.00,12563.00,12699.00,000,0
^BVSP,D,20020520,000000,12700.00,12770.00,12606.00,12668.00,000,0
^BVSP,D,20020521,000000,12674.00,12774.00,12627.00,12701.00,000,0
^BVSP,D,20020522,000000,12697.00,12845.00,12352.00,12368.00,000,0
^BVSP,D,20020523,000000,12380.00,12561.00,12244.00,12556.00,000,0
^BVSP,D,20020524,000000,12544.00,12689.00,12445.00,12574.00,000,0
^BVSP,D,20020527,000000,12578.00,12708.00,12528.00,12698.00,000,0
^BVSP,D,20020528,000000,12703.00,12861.00,12703.00,12728.00,000,0
^BVSP,D,20020529,000000,12728.00,13003.00,12720.00,12985.00,000,0
^BVSP,D,20020531,000000,12992.00,13013.00,12861.00,12861.00,000,0
^BVSP,D,20020603,000000,12859.00,12919.00,12641.00,12659.00,000,0
^BVSP,D,20020604,000000,12637.00,12642.00,12493.00,12600.00,000,0
^BVSP,D,20020605,000000,12580.00,12707.00,12574.00,12590.00,000,0
^BVSP,D,20020606,000000,12591.00,12595.00,12113.00,12113.00,000,0
^BVSP,D,20020607,000000,12051.00,12310.00,11955.00,12283.00,000,0
^BVSP,D,20020610,000000,12306.00,12600.00,12304.00,12600.00,000,0
^BVSP,D,20020611,000000,12609.00,12686.00,12170.00,12210.00,000,0
^BVSP,D,20020612,000000,12221.00,12400.00,12058.00,12133.00,000,0
^BVSP,D,20020613,000000,12133.00,12313.00,11962.00,11962.00,000,0
^BVSP,D,20020614,000000,11985.00,11985.00,11601.00,11699.00,000,0
^BVSP,D,20020617,000000,11705.00,11955.00,11705.00,11937.00,000,0
^BVSP,D,20020618,000000,11942.00,12116.00,11809.00,11821.00,000,0
^BVSP,D,20020619,000000,11822.00,11901.00,11485.00,11493.00,000,0
^BVSP,D,20020620,000000,11508.00,11603.00,10894.00,10909.00,000,0
^BVSP,D,20020621,000000,10917.00,11010.00,10298.00,10398.00,000,0
^BVSP,D,20020624,000000,10438.00,10814.00,10247.00,10759.00,000,0
^BVSP,D,20020625,000000,10773.00,10973.00,10597.00,10706.00,000,0
^BVSP,D,20020626,000000,10676.00,10694.00,10430.00,10691.00,000,0
^BVSP,D,20020627,000000,10690.00,11013.00,10690.00,11013.00,000,0
^BVSP,D,20020628,000000,11018.00,11271.00,11018.00,11139.00,000,0
^BVSP,D,20020701,000000,11138.00,11173.00,10853.00,10892.00,000,0
^BVSP,D,20020702,000000,10891.00,10908.00,10711.00,10846.00,98006400,0
^BVSP,D,20020703,000000,10854.00,10868.00,10520.00,10636.00,98006400,0
^BVSP,D,20020704,000000,10661.00,10721.00,10594.00,10655.00,98006400,0
^BVSP,D,20020705,000000,10663.00,10668.00,10425.00,10524.00,000,0
^BVSP,D,20020708,000000,10524.00,10708.00,10506.00,10687.00,000,0
^BVSP,D,20020710,000000,10690.00,10851.00,10539.00,10556.00,000,0
^BVSP,D,20020711,000000,10545.00,10810.00,10467.00,10806.00,000,0
^BVSP,D,20020712,000000,10811.00,10968.00,10213.00,10967.00,000,0
^BVSP,D,20020715,000000,10966.00,10969.00,10474.00,10633.00,000,0
^BVSP,D,20020716,000000,10646.00,10743.00,10522.00,10578.00,000,0
^BVSP,D,20020717,000000,10589.00,10814.00,10589.00,10755.00,000,0
^BVSP,D,20020718,000000,10755.00,10915.00,10710.00,10813.00,000,0
^BVSP,D,20020719,000000,10813.00,10813.00,10545.00,10583.00,000,0
^BVSP,D,20020722,000000,10568.00,10568.00,9879.00,9892.00,000,0
^BVSP,D,20020723,000000,9900.00,10082.00,9603.00,9746.00,000,0
^BVSP,D,20020724,000000,9739.00,9973.00,9423.00,9937.00,000,0
^BVSP,D,20020725,000000,9947.00,9947.00,9486.00,9666.00,000,0
^BVSP,D,20020726,000000,9672.00,9778.00,9155.00,9217.00,000,0
^BVSP,D,20020729,000000,9251.00,9673.00,9240.00,9240.00,000,0
^BVSP,D,20020730,000000,9247.00,9613.00,9188.00,9342.00,000,0
^BVSP,D,20020731,000000,9346.00,9896.00,9344.00,9763.00,000,0
^BVSP,D,20020801,000000,9782.00,9864.00,9537.00,9760.00,000,0
^BVSP,D,20020802,000000,9768.00,9943.00,9738.00,9852.00,000,0
^BVSP,D,20020805,000000,9848.00,9848.00,9452.00,9470.00,000,0
^BVSP,D,20020806,000000,9472.00,9795.00,9471.00,9755.00,000,0
^BVSP,D,20020807,000000,9766.00,10763.00,9649.00,9870.00,000,0
^BVSP,D,20020808,000000,9911.00,10420.00,9911.00,10316.00,000,0
^BVSP,D,20020809,000000,10315.00,10315.00,9971.00,9986.00,000,0
^BVSP,D,20020812,000000,10008.00,10009.00,9687.00,9724.00,000,0
^BVSP,D,20020813,000000,9724.00,9842.00,9444.00,9444.00,000,0
^BVSP,D,20020814,000000,9461.00,9587.00,9017.00,9343.00,000,0
^BVSP,D,20020815,000000,9373.00,9473.00,9161.00,9183.00,000,0
^BVSP,D,20020816,000000,9213.00,9539.00,9213.00,9526.00,000,0
^BVSP,D,20020819,000000,9512.00,9657.00,9404.00,9417.00,000,0
^BVSP,D,20020820,000000,9455.00,9552.00,9258.00,9263.00,000,0
^BVSP,D,20020821,000000,9270.00,9495.00,9270.00,9438.00,000,0
^BVSP,D,20020822,000000,9441.00,9703.00,9412.00,9703.00,000,0
^BVSP,D,20020823,000000,9710.00,9761.00,9594.00,9676.00,000,0
^BVSP,D,20020826,000000,9690.00,10100.00,9689.00,10098.00,000,0
^BVSP,D,20020827,000000,10118.00,10389.00,10118.00,10372.00,000,0
^BVSP,D,20020828,000000,10383.00,10436.00,10231.00,10380.00,000,0
^BVSP,D,20020829,000000,10351.00,10519.00,10175.00,10455.00,000,0
^BVSP,D,20020830,000000,10465.00,10604.00,10382.00,10382.00,000,0
^BVSP,D,20020902,000000,10383.00,10477.00,10312.00,10378.00,000,0
^BVSP,D,20020903,000000,10365.00,10372.00,10065.00,10136.00,000,0
^BVSP,D,20020904,000000,10167.00,10174.00,9921.00,9997.00,000,0
^BVSP,D,20020905,000000,9993.00,9993.00,9709.00,9723.00,000,0
^BVSP,D,20020906,000000,9739.00,9882.00,9643.00,9717.00,000,0
^BVSP,D,20020909,000000,9725.00,9955.00,9716.00,9954.00,000,0
^BVSP,D,20020910,000000,9962.00,10052.00,9841.00,9960.00,000,0
^BVSP,D,20020911,000000,9967.00,10248.00,9967.00,10182.00,000,0
^BVSP,D,20020912,000000,10182.00,10188.00,10032.00,10173.00,000,0
^BVSP,D,20020913,000000,10156.00,10219.00,10086.00,10181.00,000,0
^BVSP,D,20020916,000000,10171.00,10172.00,9822.00,9831.00,000,0
^BVSP,D,20020917,000000,9855.00,9943.00,9613.00,9650.00,000,0
^BVSP,D,20020918,000000,9626.00,9638.00,9399.00,9505.00,000,0
^BVSP,D,20020919,000000,9512.00,9626.00,9353.00,9372.00,000,0
^BVSP,D,20020920,000000,9375.00,9638.00,9375.00,9585.00,000,0
^BVSP,D,20020923,000000,9575.00,9575.00,9137.00,9264.00,000,0
^BVSP,D,20020924,000000,9245.00,9341.00,9069.00,9148.00,000,0
^BVSP,D,20020925,000000,9207.00,9357.00,9207.00,9228.00,000,0
^BVSP,D,20020926,000000,9251.00,9386.00,9170.00,9199.00,000,0
^BVSP,D,20020927,000000,9200.00,9202.00,8703.00,8716.00,000,0
^BVSP,D,20020930,000000,8718.00,8720.00,8352.00,8623.00,000,0
^BVSP,D,20021001,000000,8642.00,9021.00,8637.00,8998.00,000,0
^BVSP,D,20021002,000000,9011.00,9132.00,8811.00,8820.00,000,0
^BVSP,D,20021003,000000,8852.00,9170.00,8807.00,9140.00,000,0
^BVSP,D,20021004,000000,9151.00,9319.00,9092.00,9260.00,000,0
^BVSP,D,20021007,000000,9268.00,9288.00,8841.00,8863.00,000,0
^BVSP,D,20021008,000000,8870.00,8909.00,8691.00,8847.00,000,0
